,ano,mes,Coquimbo,Valparaiso,Metropolitana_de_Santiago,Libertador_Gral__Bernardo_O_Higgins,Maule,Biobio,La_Araucania,Los_Rios,PIB_Agropecuario_silvicola,PIB_Pesca,PIB_Mineria,PIB_Mineria_del_cobre,PIB_Otras_actividades_mineras,PIB_Industria_Manufacturera,PIB_Alimentos,PIB_Bebidas_y_tabaco,PIB_Textil,PIB_Maderas_y_muebles,PIB_Celulosa,PIB_Refinacion_de_petroleo,PIB_Quimica,PIB_Minerales_no_metalicos_y_metalica_basica,PIB_Productos_metalicos,PIB_Electricidad,PIB_Construccion,PIB_Comercio,PIB_Restaurantes_y_hoteles,PIB_Transporte,PIB_Comunicaciones,PIB_Servicios_financieros,PIB_Servicios_empresariales,PIB_Servicios_de_vivienda,PIB_Servicios_personales,PIB_Administracion_publica,PIB_a_costo_de_factores,PIB,Imacec_empalmado,Imacec_produccion_de_bienes,Imacec_minero,Imacec_industria,Imacec_resto_de_bienes,Imacec_comercio,Imacec_servicios,Imacec_a_costo_de_factores,Imacec_no_minero,num
58,2018,11,1.05261437987872,2.50051947947979,10.8497986432365,21.8314728572387,54.0580283560094,106.914740729839,144.556915364552,197.289147261193,326277302,669805294,139046169,124790636,143891147,135923432,36320119,177725941,315394147,738118226,102259739,91640687,205330168,731206649,24369205,37564897,902451235,113743746,268398632,679166572,494016595,685384556,134313035,99160721,176458238,594532906,123763514,135474911,117.91,111.472,110.181,106.427,116.438,109.056,123.902,117.69,118.676,106.018
59,2018,12,0.862222222180343,3.73779221189317,9.46812079817169,4.59040310265309,7.16955906552063,32.4940691744076,53.8976846275126,86.9542635639201,436733878,494403815,142679756,128746198,140360776,140588077,362707632,191954199,332198458,732101136,110038288,113553687,195500052,700133748,253192493,37720728,110522014,143133492,266504964,681097135,483696838,705937164,130896764,997205167,131157803,594823524,12599861,139498058,121.411,121.294,113.06,110.08,136.902,137.234,115.185,119.82,122.247,142.725
60,2019,1,2.16419607815059,1.10743506227971,3.04612416347439,4.79491472576073,15.1831447433869,38.651017314259,41.3813861329775,37.4152196987655,631333453,487656103,118775706,108291908,106097191,13639456,368809395,169233604,296139148,732462987,106700326,124361985,191437075,689261985,225605467,36860512,696525162,126362001,256178179,657728369,450012543,71870533,124691652,982004087,967677302,585928753,114209851,124897558,108.704,108.535,94.1,106.796,121.16,121.154,106.16,108.609,110.278,104.745
61,2019,2,1.05717647137133,0.492581169568486,2.50436241219395,0.489224809861576,2.80378536541734,11.9700465584768,20.8293678716949,31.649173115575,682021831,582972669,109792462,100178342,973297059,125352131,345964951,163842732,281027511,652055825,968565094,109572886,172091501,616467583,202765582,324139644,693801052,120636306,248798755,621880574,397416084,723306124,116301783,961563093,850037527,584314551,108745588,118952364,103.529,103.91,87.0,98.1,121.971,115.664,100.615,103.413,105.335,101.212
62,2019,3,0.301111110125735,2.63392857619404,3.35785235172363,3.28506977107636,1.77950915392061,17.9420412276733,37.669306949723,62.0757363353897,604293635,989463387,1274849,116629298,11003444,137869182,398309869,168017536,320923001,722324598,973741403,114125569,191653403,712848104,23084322,345909788,794244899,136146399,245500374,656663441,401701599,7204689,119281918,959994605,174722685,588907144,124034973,135721398,118.124,113.7,101.01,107.951,128.363,130.535,118.547,117.95,119.98,113.241
63,2019,4,5.91307190177,8.77769480746046,6.95385905178639,7.04727132077827,8.87554907276855,18.7884042432254,46.4839756437957,106.383875997184,380636509,10396707,12382751,112420932,115226101,136792572,368529339,178459109,328339938,731336236,102850087,112218651,195253507,662213461,236074765,321691579,806135904,124677899,252563,644680502,418252147,712761629,126770427,970804065,181517689,59211258,121692454,132523309,115.341,106.693,98.1,107.1,112.837,119.539,121.515,115.725,117.213,104.791
64,2019,5,11.182339870248,24.8092532513978,45.9258052870731,91.0927131475404,201.740840137501,261.041602023104,252.163982946275,298.521356370714,285816677,863164835,131712476,120537261,113292506,140585411,374684339,177049518,317647169,721421113,107364467,127594658,205231869,676630315,240455972,341247258,791943275,121550249,245889622,645945401,425683622,711950893,129547534,973863812,185052449,596166781,122100456,133608119,116.28,106.766,104.369,110.078,105.52,116.54,122.793,116.113,117.541,110.371
65,2019,6,18.4063333458468,58.8495129486183,82.6409562418125,139.83382962249,204.119475734412,373.398517446315,386.013137491986,418.001731202276,224064834,765324202,127699994,115709235,121031486,131825506,349609583,167620837,266575337,69336747,10069596,115308686,18925982,652718743,231907258,355986089,77224723,110800875,250411138,637868869,427853814,714344593,130098766,97729984,173831528,600814549,117955955,128864107,112.156,101.617,101.19,103.2,100.285,106.234,120.976,112.172,113.306,105.397
66,2019,7,3.37980392165239,9.98913962814908,21.2030704963277,37.600418618668,76.7168634830418,199.795911007739,345.452879331172,461.961201985677,197696874,77282007,129810792,116690685,132045881,135034993,365476297,152756254,249278369,72536511,106707884,118337112,200771728,718954681,234218737,349974965,810083149,108224203,253205294,660641793,427380053,713105866,128969604,97229418,133964268,600657546,114283808,125202804,108.969,103.13,102.863,105.732,100.829,103.763,113.632,108.68,109.559,103.99
67,2019,8,0.0,0.43099025896956,4.50974832303297,9.90080620304559,49.2855574215906,108.404827183865,155.448370068471,233.621020344185,167076841,558930237,134815028,121692348,132265047,134295268,353208152,154888657,256242589,728401461,107719529,120020403,201510245,733229359,232194383,358780323,818881759,111496958,25457964,677710328,422758463,721694151,125273783,967408358,183739178,602606484,1195581,130851849,113.886,103.237,106.828,105.153,98.4,106.901,122.596,113.695,114.58,107.385
68,2019,9,7.36109804581437,5.73993505626711,17.4579194475797,42.6625581778297,78.2447088752531,90.7171675321904,100.461827899151,128.256227370072,168824909,497288005,129582271,115656007,139840883,123379199,313797431,153853111,231700468,625358591,989536226,116118097,182966738,660875474,21495869,338628848,743225924,106692436,258544628,653851028,43177459,717505688,126048007,96920678,159359254,605876092,113884717,124605797,108.45,96.5,102.681,96.6,91.3,102.295,117.993,108.3,109.0,102.941
69,2019,10,1.8723790825862,5.17167208235191,12.197718141113,13.2046511546586,28.1082612543852,68.8266887943795,94.3711576527162,135.68939284884,267501527,637638673,12815824,113973932,142283561,132036641,340417472,162194824,252271685,717466235,964729015,116611679,199394976,780024098,235635875,355106311,862021751,104004456,235574778,63539321,429463917,715679185,121856166,95400399,156131122,606308444,115552106,126016211,109.677,104.91,101.553,103.384,108.574,99.7,115.44,109.886,110.5,98.7
70,2019,11,0.0115882352931924,0.0308279222869254,1.81067113830214,4.30713179624358,7.17747087937822,27.6681582591635,66.5451256199275,133.271809131908,320496594,558510477,127951048,113755439,142384912,136740266,358037053,176336966,243724133,701421666,979339954,115492354,211559082,766359338,242287775,359235246,948019139,106657427,247225434,649435405,502929296,723460312,133962667,985229394,14605898,606840718,119069965,130082633,113.216,109.59,101.389,107.067,117.943,102.261,117.976,113.231,114.465,99.708
71,2019,12,0.28789542323234,0.165389611059195,3.60144295021204,6.19880621077478,11.3273128087504,14.0141223306034,27.3218583468708,62.170090478212,431198839,56157514,142664692,126391161,163071028,143627922,363469183,188664188,291854267,740323519,105824619,122342467,209521756,738722762,273327064,373852576,116060596,141954847,261389862,681891006,500956354,75117033,134191438,991487131,126217236,612905184,127142142,140573677,122.347,123.733,113.048,112.46,141.504,136.104,115.83,120.908,123.293,139.938
72,2020,1,3.2997973856209,2.00368506493506,6.9371476510067,6.15427906976744,7.87559068219633,19.5182247340425,35.9166184310739,63.3896253229974,604131758,518877666,122550223,109011388,135734314,137151288,389203949,159274779,273945661,674065895,10284094,111967126,207493115,713216779,231161091,368888906,730780272,126745937,258025138,670299142,453185039,761386453,127479518,999642722,961085986,610768526,115801,126718108,110.288,110.053,97.1,107.389,122.09,121.522,108.043,110.123,111.698,106.139
73,2020,2,0.179215686274509,0.0037012987012986,0.0320637583892613,0.0176279069767438,0.200482529118136,10.1085039893617,29.001987814166,55.8388888888888,659799944,625113646,122433606,110257742,122610017,128997988,381498618,153816254,244120057,641495576,977417125,10646422,17770357,636728851,209289555,339466393,73378635,125151588,259507321,639463296,404918994,763429291,11853218,979474111,858720441,61031327,112447945,122919079,106.982,109.066,97.0,101.005,124.713,119.993,102.962,106.934,108.021,107.607
74,2020,3,0.0034509803921568,0.0006655844155843,0.0,0.0,0.115565723793677,12.4626994680851,28.3109367859863,73.6408656330749,582139056,78232001,12990343,117943417,120862576,135856,397765588,149196523,213718781,657713164,100325802,103526516,213028951,67756099,234181757,349900817,844235634,126526853,182918032,563750201,407530537,767636032,121874714,965647531,152874375,612351252,120379977,131011436,114.025,114.239,102.936,106.375,129.143,121.312,113.37,114.477,115.187,102.108
75,2020,4,0.556084967320259,4.66470779220778,16.0337751677852,19.7957519379845,37.3485108153078,66.7642752659574,73.8132901751713,140.076757105943,363141386,103928937,124486767,112002235,125671822,123809203,371654364,141425146,138774296,561712194,102107754,709361006,189715716,577871238,218328917,310498611,719814687,96673133,123964781,427830949,421132099,744844553,119801603,929186849,113174769,608806973,104996697,113580473,98.8,100.57,98.6,96.9,104.85,92.6,100.658,99.848,98.7,76.3
